"ลำดับ","รหัส อปท","ชื่อ อปท","อำเภอ","จังหวัด"
"5824","6661003","องค์การบริหารส่วนตำบล ห้วยแก้ว","บึงนาราง","พิจิตร"
"5825","6661004","องค์การบริหารส่วนตำบล แหลมรัง","บึงนาราง","พิจิตร"
"5826","6661005","องค์การบริหารส่วนตำบล บึงนาราง","บึงนาราง","พิจิตร"
"5827","5661101","เทศบาลตำบล วังบงค์","ดงเจริญ","พิจิตร"
"5828","6661102","องค์การบริหารส่วนตำบล วังงิ้ว","ดงเจริญ","พิจิตร"
"5829","6661103","องค์การบริหารส่วนตำบล วังงิ้วใต้","ดงเจริญ","พิจิตร"
"5830","6661104","องค์การบริหารส่วนตำบล ห้วยพุก","ดงเจริญ","พิจิตร"
"5831","6661105","องค์การบริหารส่วนตำบล ห้วยร่วม","ดงเจริญ","พิจิตร"
"5832","6661201","องค์การบริหารส่วนตำบล บ้านนา","วชิรบารมี","พิจิตร"
"5833","6661202","องค์การบริหารส่วนตำบล หนองหลุม","วชิรบารมี","พิจิตร"
"5834","6661203","องค์การบริหารส่วนตำบล บึงบัว","วชิรบารมี","พิจิตร"
"5835","6661204","องค์การบริหารส่วนตำบล วังโมกข์","วชิรบารมี","พิจิตร"
"5836","2670101","องค์การบริหารส่วนจังหวัด เพชรบูรณ์","เมืองเพชรบูรณ์","เพชรบูรณ์"
"5837","4670102","เทศบาลเมือง เพชรบูรณ์","เมืองเพชรบูรณ์","เพชรบูรณ์"
"5838","5670103","เทศบาลตำบล ท่าพล","เมืองเพชรบูรณ์","เพชรบูรณ์"
"5839","5670104","เทศบาลตำบล วังชมภู","เมืองเพชรบูรณ์","เพชรบูรณ์"
